Group,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,B13,B14,B15
11,,,,,,,-92,-81,-89,,,,-78,,
23,-82,,,,-87,,-88,-94,-76,-81,,,-72,,
4,,,,-87,,,,,,,-86,,,,
7,-75,,,,,,,,-94,,,,,,
10,-78,,,,,-87,-75,,-91,,,,-89,,
14,,,,,,,-77,,,,,,,,
6,-89,,,,,,-65,,,,,,,,-90
15,,,,-82,,,,,,,-91,-87,,,
2,,,,-75,,,,,,,,,,,
20,,,-80,,,,,,,,,,,,
20,,,-80,,,,,,,,,,,,
3,-90,,,-50,,,,,,,,-89,,,
9,-87,,,,-79,,,-87,-62,,,,-91,,
21,,,,,,,,,,,,,,,
16,-79,,,,-88,-86,-77,-91,-69,-85,,,-88,-92,-94
19,,,,,,,-81,,,,,,,-91,-74
23,,,,,,,-88,-88,-77,-79,,,-70,,
4,,,,-86,,,,,,,-87,-86,,,
5,-85,,,,,,,,,,-93,,,,
7,,,,,,,,,,,,,,,
22,-94,,,,-89,,,-90,,-92,,,-72,,
13,-86,-94,,-87,,,,,-95,,-72,-82,,,
6,,,,,,,-62,,,,,,,,
1,-86,,,,,,,,,,-76,,,,
2,,,,-77,,,,,,,,,,,
18,,,,,,,,,-94,,,,-83,-81,-83
3,-90,,,-56,,,,,,,-92,-95,,,
11,,,,,,,-92,-81,-87,,,,-78,,
18,,,,,,,,,-94,,,,-83,-81,-83
9,-92,,,,-83,,,-87,-60,,,,-86,,
10,-83,,,,-93,-91,-73,,-84,-90,,,-86,,
19,,,,,,,-83,,,,,,,,-76
14,,,,,,,-85,,,,,,,,
8,,,,,-80,,,-84,-83,,,,-84,,
23,-83,,,,-92,,-88,-91,-72,-86,,,-75,,
21,,,,,,,,,,,,,,,
4,,,,-88,,,,,,,,-88,,,
7,-77,,,,,,-98,,-91,,,,,,
20,,,-81,,,,,,,,,,,,
6,-90,,,,,,-56,,,,,,,,
20,,,-81,,,,,,,,,,,,
3,,,,-61,,,,,,,-85,-92,,,
2,,,,-79,,,,,,,,,,,
21,,,,,,,-80,,,,,,,,
15,,,,-87,,,,,,,,,,,
5,-78,,,,,,,,,,,,,,
9,-88,,,,-78,,,-85,-57,,,,-84,,
13,-82,-94,,-77,,,,,-95,,-71,-88,,,
19,,,,,,,-89,,,,,,,-96,-75
1,-92,,,,,,,,,,-75,-90,,,
4,,,,-86,,,,,,,-88,-86,,,
7,-73,,-94,-95,,,,,,,,,,,
18,,,,,,-91,,,,,,,-86,-85,
6,,,,,,,-56,,,,,,,,
23,-81,,,,-92,,,-91,-76,-77,,,-70,,
11,-94,,,,,,-94,-83,,,,,-81,,
18,,,,,,-91,,,,,,,-86,-85,
3,-89,,,-65,,,,,,,-92,-82,,,
10,-78,,,,-92,-86,-78,,-75,-90,,,-82,,
2,,,,-81,,,,,,,,,,,
14,,,,,,,-78,,,,,,,,
21,,,,,,,,,,,,,,,
20,-80,,-84,,,,,,,,,,,,
9,-82,,,,-77,,,-89,-63,-94,,,-85,,
22,,,,,-86,,,-90,-90,,,,-87,,
20,-80,,-84,,,,,,,,,,,,
23,-91,,,,-91,,,-94,-79,-77,,,-74,,
6,-87,,,,,,-54,,,,,,,,-75
16,-86,,,,-86,-83,-77,-90,-83,-85,,,-94,-92,-94
19,,,,,,,-79,,,,,,,-91,-81
4,,,,-89,,,,,,,-89,,,,
7,,,-88,-93,,,-93,,,,-99,,,,
8,,,,,-77,,,-77,-82,,,,-84,,
3,-88,,,-68,,,,,,,-90,-94,,,
5,-79,,,,,,,,,,,,,,
2,,,,-81,,,,,,,,,,,
21,,,,,,,,,,,,,,,
1,-85,,,,,,,,,,-90,-92,,,
13,-84,,,-78,,,,,-89,,-73,-89,,,
9,-87,,,,-78,,,-88,-59,-89,,,-82,,
18,-93,,,,,,-81,,,,,,-74,-79,
11,,,,,-91,,,-82,-91,-98,,,-78,,
18,-93,,,,,,-81,,,,,,-74,-79,
15,,,,-84,,,,,,,-89,,,,
6,-88,,,,,,-56,,,,,,,,-79
10,-81,,,,,-92,-70,,-76,-82,,,-77,,-89
23,-85,,,,-90,,,-90,-71,-81,,,-70,,
4,,,,-84,,,,,,,-87,-87,,,
7,-73,,-84,,,,,,,,,,,,
16,-79,,,,-94,-89,-82,-89,-75,-85,,,-82,-92,-94
3,,,,-55,,,,,,,,-93,,,
14,,,,,,,-78,,,,,,,,
19,,,,,,,-85,,,,,,,,-78
20,-84,,-80,,,,,,,,,,,,
2,,,,-76,,,,,,,,,,,
21,,,,,,,-76,,,,,,,,
20,-84,,-80,,,,,,,,,,,,
9,-85,,,,-77,,,-86,-58,-92,,,-90,,
6,-93,,,,,,-54,,,,,,,,
5,-85,,,,,,,,,,,,,,
16,-83,,,,-94,-86,-86,-89,-72,-90,,,-84,-92,-94
23,-81,,,,-94,,,-99,-79,-80,,,-71,,
3,,,,-54,,,,,,,,,,,
4,,,,-86,,,,,,,-83,-88,,,
7,-76,,-86,,,,-91,,,,,,,,
1,-86,,,,,,,,,,-76,,,,
8,,,,,-76,,,-78,-83,,,,-80,,
19,-94,,,,,,-80,,,,,,,,-91
13,-83,-100,,-75,,,,,-92,,-77,-91,,,
2,,,,-75,,,,,,,,,,,
18,,,,,,,-81,,,,,,-81,,
11,,,,,,,-92,-83,,-89,,,-78,,
10,-83,,,,,-98,-84,,-76,,,,-72,,-92
18,,,,,,,-81,,,,,,-81,,
21,,,,,,,-71,,,,,,,,
9,-85,,,,-80,,,-87,-57,-92,,,-90,,
6,,,,,,,-62,,,,,,,,-78
14,,,,,,,-79,,,,,,,,
20,,,-80,,,,,,,,,,,,
3,,,,-62,,,,,,,,,,,
16,-86,,,,-91,-87,-75,-89,-76,-83,,,-83,-92,-94
22,-94,,,,-87,,,-86,,-90,,,-85,,
23,-82,,,,-88,,,-98,-82,-81,,,-74,,
20,,,-80,,,,,,,,,,,,
4,,,,-90,,,,,,,,-86,,,
7,-70,,-86,,,,,,,,,,,,
15,,,,-81,,,,,,,-85,-91,,,
19,,,,,,,-91,,,,,,,,-84
2,,,,-70,,,,,,,,,,,
21,,,,,,,-76,,,,,,,,
5,-77,,,,,,-89,,,,,,,,
6,-86,,,,,,-61,,,,,,,,-81
9,-90,,,,-77,,,-88,-59,,,,-92,,
1,-82,,,,,,,,,,-82,-88,,,
3,,,,-84,,,,,,,,,,,
13,-86,,,-90,,,,,-95,,-72,-81,,,
16,-88,,,,-90,-86,-92,-88,-69,-82,,,-86,-92,-94
23,-81,,,,-86,,-93,-94,-73,-79,,,-71,,
4,-92,,,-89,,,,,,,-87,-87,,,
18,,,,,,,-83,,,,,,,-82,-92
7,-75,,-86,,,,,,,,,,,,
11,,,,,-93,,-91,-79,,,,,-81,,
10,-73,,,,,-88,-78,,-81,-92,,,-94,,
18,,,,,,,-83,,,,,,,-82,-92
19,,,,,,,-81,,,,,,,,-84
2,,,,-85,,,,,,,,,,,
14,,,,,,,-80,,,,,,,,
21,,,,,,,,,,,,,,,
20,-87,,-78,,,,,,,,,,,,
6,-91,,,,,,-53,,,,,,,,-92
20,-87,,-78,,,,,,,,,,,,
9,-89,,,,-88,,,-87,-65,-90,,,-84,,
3,-92,,,-65,,,,,,,-90,-89,,,
8,,,,,-71,,,-88,-85,,,,-79,,
16,-79,,,,-87,-94,-82,-88,-70,-82,,,-88,-92,-94
23,-80,,,,-88,,-93,-93,-74,-77,,,-70,,
4,,,,-85,,,,,,,-93,,,,
7,-78,,-88,,,,,,,,,,-92,,
5,-81,,,,,,,,,,,,,,
19,,,,,,,-82,,,,,,,,-77
1,-86,,,,,,,,,,-77,,,,
2,,,,-77,,,,,,,,,,,
21,,,,,,,,,,,,,,,
15,-92,,,-82,,,,,,,-88,-90,,,
6,,,,,,,-55,,,,,,,,-73
13,-85,-97,,-80,,,,,-93,,-72,-81,,,
3,,,,,,,,,,,,,,,
9,-78,,,,-77,,,-90,-67,-82,,,-92,,
18,,,,,,,-86,,,,,,-85,-79,
11,,,,,,,-89,-82,,,,,-76,,
10,-75,,,,,-83,-79,-96,-80,,,,-88,,
22,-91,,,,-87,,,-88,-95,,,,-85,,
18,,,,,,,-86,,,,,,-85,-79,
16,-81,,,,-88,-92,-82,-88,-71,-82,,,-88,-92,-94
23,-78,,,,-87,,-93,,-75,-80,,,-77,,
4,,,,-86,,,,,,,-83,-95,,,
14,,,,,,,-78,,,,,,,,
20,-78,,-77,,,,,,,,,,,,
7,-71,,-88,-89,,,,,,,,,,,
20,-78,,-77,,,,,,,,,,,,
21,,,,,,,-77,,,,,,-82,,
6,,,,,,,-64,,-91,,,,,,-82
2,,,,-72,,,,,,,,,,,
19,,,,,,,-84,,,,,,,,-84
8,,,,,-71,,,-74,-86,,,,-79,,
3,,,,-73,,,,,,,,,,,
9,-74,,,,-81,,,-91,-62,-84,,,-90,,
5,-76,,,,,,-91,,,,,,,,
16,-78,,,,-90,-85,-82,-88,-75,-86,,,-87,-92,-94
1,-84,,,,,,,,,,-76,-89,,,
23,-80,,,,-87,,,,-75,-78,,,-71,,
4,,,,-85,,,,,,,-84,-85,,,
7,-77,,-87,,,,,,,,,,,,
13,-82,-94,,-75,,,,,-98,,-72,-82,,,
6,,,,,,,-42,,-94,,,,-91,,
2,,,,-82,,,,,,,,,,,
3,,,,-77,,,,,,,,,,,
10,-80,,,,-87,-82,-76,-93,-79,,,,-97,,-95
18,,,,,,,-82,,,,,,-81,-87,
11,,,,,,,-91,-80,-87,-89,,,-77,,
21,-87,,,,,,-78,,,,,,,,
19,-96,,,,,,-88,,,,,,,,-93
15,-92,,,-81,,,,,,,-91,-87,,,
18,,,,,,,-82,,,,,,-81,-87,
20,-84,,,,,,,,,,,,,,
14,,,,,,,-77,,,,,,,,
9,-76,,,,-80,,,-91,-60,-90,,,-90,,
20,-84,,,,,,,,,,,,,,
16,-78,,,,-90,-86,-82,-98,-76,-86,,,-87,-92,-94
23,-83,,,,-88,,-94,,-87,-77,,,-76,,
4,-92,,,-87,,,,,,,-84,-91,,,
7,-79,,-87,,,,,,,,,,,,
6,-87,,,,,,-40,,,,,,,,-94
21,,,,,,,,,-86,,,,,,
3,,,,-77,,,,,,,,,,,
2,,,,-77,,,,,,,,,,,
5,-79,,,,,,-89,,,,,,,,
8,,,,,-70,,,-78,-94,,,,-74,,
19,,,,,,,-84,,,,,,,,-89
1,-82,,,,,,,,,,-81,-88,,,
9,-74,,,,-88,,,-88,-66,-87,,,-87,,
22,-92,,,,-86,,,-93,-95,-93,,,-72,,
16,-79,,,,-90,-88,-81,-98,-72,-83,,,-87,-92,-94
13,-82,,,-77,,,,,,,-76,-81,,,
10,-85,,,,,-95,-74,-91,-77,-85,,,-92,,-89
23,-78,,,,-87,,,,-74,-79,,,-76,,
4,,,,-94,,,,,,,-84,-85,,,
6,,,,,,,-47,,,,,,,,
11,-91,,,,,,-89,-83,-94,,,,-77,,
18,,,,,,,,,,,,,-79,-87,-92
21,-81,,,,,,,,,,,,,-84,
3,,,,-76,,,,,,,,,,,
7,-72,,,,,,,,,,-92,,,,-94
20,,,-80,,,,,,,,,,,,
14,,,,,,,-81,,,,,,,,
18,,,,,,,,,,,,,-79,-87,-92
2,,,,-77,,,,,,,,,,,
20,,,-80,,,,,,,,,,,,
19,,,,,,,-92,,,,,,,,-86
9,-73,,,,-84,,,-85,-59,-86,,,,,
16,-80,,,,-90,-87,-75,-90,-76,-83,,,-83,-92,-94
15,-93,,,-82,,,,,,,-92,-86,,,
6,-87,,,,,,-41,,,,,,-93,,-83
23,-81,,,,,,-92,-98,-75,-83,,,-69,,
4,,,,-92,,,,,,,-85,-85,,,
5,-80,,,,,,-85,,,,,,,,
3,,,,-76,,,,,,,,,,,
7,-72,,-85,-93,,,,,,,-96,,,,
21,-81,,,,,,-75,,,,,,,-84,
1,-87,,,,,,,,,,-85,,,,
2,,,,-78,,,,,,,,,,,
13,-86,-95,,-75,,,,,-93,,-73,-85,,,
8,,,,,-77,,,-73,-89,,,,-88,,
10,-85,,,,-95,-90,-84,-87,-72,-84,,,-81,,
19,,,,,,,-89,,,,,,,,-88
9,-75,,,,-81,,,,-62,-91,,,-89,,
16,-80,,,,-88,-87,-93,-91,-74,-83,,,-83,-92,-94
11,-92,,,,,,,-84,-89,-93,,,-79,,
18,,,,,,,,,,,,,-74,-81,
20,-83,,-78,,,,,,,,,,,,
6,-88,,,,,,-48,,,,,,,,
14,,,,,,,-82,,,,,,,,
18,,,,,,,,,,,,,-74,-81,
20,-83,,-78,,,,,,,,,,,,
23,-83,,,,-88,,-92,-98,-74,-77,,,-71,,
3,,,,-84,,,,,,,,,,,
4,,,,-86,,,,,,,-83,-87,,,
21,,,,,,,-76,,-89,,,,-86,-84,
7,-72,,-88,,,,,,,,,,,,
2,,,,-81,,,,,,,,,,,
22,,,,,-86,,,-90,-89,-95,,,-72,,
16,-82,,,,-87,-87,-73,-93,-76,-86,,,-90,-92,-94
9,-78,,,,-84,,,-83,-65,-86,,,-85,,
5,-76,,,,,,-86,,,,,,,,
19,,,,,,,-85,,,,,,,,-94
1,-83,,,,,,,,,,-81,-85,,,
6,,,,,,,-48,,,,,,-91,,
3,,,,-80,,,,,,,,,,,
23,-84,,,,-89,,,-94,-76,-81,,,-73,,
4,,,,-87,,,,,,,-82,-88,,,
15,-90,,,-85,,,,,,,-91,-85,,,
7,,,-87,,,,,,,,,,,,
13,-83,,,-79,,,,,-94,,-73,-90,,,
10,-73,,,,,,-91,,-92,,,,-88,,
11,,,,,,,-92,-83,-89,-94,,,-75,,
2,,,,-72,,,,,,,,,,,
18,,,,,,,-83,,,,,,-77,-83,-82
20,,,-75,,,,,,,,,,,,
21,,,,,,,-80,,,,,,-88,,
14,,,,,,,-79,,,,,,,,
18,,,,,,,-83,,,,,,-77,-83,-82
20,,,-75,,,,,,,,,,,,
16,-85,,,,-91,-87,-74,-93,-77,-88,,,-89,-92,-94
9,-79,,,,-88,,,-88,-92,-89,,,-86,,
6,-87,,,,,,-41,,,,,,,,-80
8,,,,,-78,,,-79,-78,,,,-87,,
19,,,,,,,-82,,,,,,,,-87
3,,,,-81,,,,,,,,,,,
4,,,,-87,,,,,,,-84,-87,,,
23,-82,,,,-90,,,,-76,-80,,,-74,,
21,-81,,,,,,,,,,,,,,
7,-72,,-87,,,,-94,,,,,,,,
5,-82,,,,,,,,-89,,,,,,
2,,,,-80,,,,,,,,,,,
1,-82,,,,,,,,,,-80,-87,,,
6,,,,,,,-57,,,,,,-90,,-75
16,-85,,,,-90,-87,-75,-92,-72,-85,,,-89,-92,-94
9,-81,,,,-83,,,-90,-57,-78,,,-86,,
3,,,,-76,,,,,,,,,,,
13,-85,,,-88,,,,,-91,,-78,-82,,,
10,-89,,,,,-88,-84,,-82,-98,,,-84,,-86
11,-95,,,,,,-91,-84,-91,-90,,,-71,,
4,,,,-86,,,,,,,-85,-87,,,
20,,,-76,,,,,,,,,,,,
23,-83,,,,-85,,-95,-97,-80,-81,,,-73,,
21,,,,,,,-79,,,,,,,,
18,-87,,,,,-92,-84,,,,,,-90,-78,-90
7,-75,,-88,-92,,,-89,,,,,,,,
14,,,,,,,-94,,,,,,,,
18,-87,,,,,-92,-84,,,,,,-90,-78,-90
20,,,-76,,,,,,,,,,,,
15,-89,,,-82,,,,,,,-96,-85,,,
2,,,,-75,,,,,,,,,,,
19,,,,,,,-83,,,,,,,,-87
22,-95,,,,-85,,,-89,,,,,-73,,
6,,,,,,,-67,,,,,,-89,-101,-77
3,,,,-81,,,,,,,,,,,
16,-85,,,,-88,-92,-81,-97,-73,-81,,,-87,-92,-94
9,-80,,,,-89,,,-87,-64,-88,,,,,
8,,,,,-75,,,-84,-75,,,,-81,,
1,-86,,,,,,,,,,-82,,,,
5,-75,,,,,,-93,,,,,,,,
21,,,,,,,-73,,,,,,,,
4,,,,-86,,,,,,,-85,-86,,,
23,-77,,,,-88,,-92,,-73,-78,,,,,
7,-72,,-88,-91,,,-87,,,,,,,,-93
2,,,,-76,,,,,,,,,,,
6,,,,,,-94,-62,,,,,,,,-77
13,-88,-96,,-78,,,,,-91,,-72,-81,,,
10,-85,,,,-93,-94,-74,-93,-75,-86,,,-78,,-92
3,,,,-76,,,,,,,,,,,
16,-81,,,,-85,-92,-75,-97,-78,-81,,,-87,-92,-94
20,,,,,,,,,,,,,,,
11,,,,,-94,,,-87,-89,-89,,,-76,,
9,-78,,,,-86,,,-84,-57,-92,,,-88,,
20,,,,,,,,,,,,,,,
18,,,,,,,-88,,,,,,-78,,-84
14,,,,,,,-81,,,,,,,,
18,,,,,,,-88,,,,,,-78,,-84
21,,,,,,,-70,,,,,,,-83,-85
4,-93,,,-86,,,,,,,-85,-86,,,
23,-79,,,,-88,,-90,-97,-82,-79,,,-71,,
19,,,,,,,-91,,,,,,,,-87
7,-79,,-85,,,,,,,,,,,,
6,-91,,,,,,-53,,,,,,,-91,
2,,,,-74,,,,,,,,,,,
3,,,,-75,,,,,,,,,,,
1,-79,,,,,,,,,,-82,,,,
15,-87,,,-83,,,,,,,-91,-87,,,
5,-80,,,,,,,,,,,,,,
19,,,,,,,-85,,,,,,,,-76
9,-89,,,,-87,,,-81,-61,-87,,,-97,,
21,,,,,,,,,,,,,,-86,
8,,,,,-73,,,-63,-81,,,,-76,,
19,,,,,,,-82,,,,,,,,-77
23,-78,,,,-89,,,,-79,-77,,,-71,,
4,,,,-89,,,,,,,-86,-86,,,
10,-87,,,,,,-72,-92,-75,-80,,,-78,,
13,-84,,,-80,,,,,-91,,-72,-81,,,
7,-74,,-86,,,,,,,,,,,,
20,,,-79,,,,,,,,,,,,
6,,,,,,,-56,,,,,,-91,-89,
11,,,,,,,-91,-83,-90,-89,,,-78,,
3,,,,-76,,,,,,,,,,,
2,,,,-78,,,,,,,,,,,
14,,,,,,,-82,,,,,,,,
20,,,-79,,,,,,,,,,,,
18,,,,,,,-88,,,,,,-75,-79,
22,-93,,,,-85,,,-94,-90,-96,,,-72,,
18,,,,,,,-88,,,,,,-75,-79,
9,-74,,,,-89,,,-94,-60,-86,,,-87,,
21,,,,,,,-63,,,,,,,-81,
4,,,,-85,,,,,,,-85,-85,,,
23,-80,,,,-91,,,-93,-80,-78,,,-73,,
6,-91,,,,,,-61,,,,,,,,
19,,,,,,,-86,,,,,,,,-75
1,-84,,,,,,,,,,-82,-87,,,
7,-71,,-87,-93,,,,,,,,,,,
3,,,,-77,,,,,,,,,,,
5,-76,,,,,,-88,,,,,,,,
2,,,,-73,,,,,,,,,,,
10,-78,,,,,-89,-91,-89,-74,-91,,,-82,,
9,-80,,,,-89,,,-95,-69,-91,,,-87,,
21,,,,,,,-64,,,,,,,-81,
20,-85,,-76,,,,,,,,,,,,
13,-87,,,-80,,,,,-91,,-72,-78,,,
15,-88,,,-82,,,,,,,-94,-96,,,
16,-83,,,,-87,-86,-75,-94,-85,-84,,,-90,-92,-91
11,,,,,,,,-85,-86,-94,,,-77,,
14,,,,,,,-79,,,,,,,,
6,,,,,,,-54,,,,,,-88,,
8,,,,,-79,,,-72,-76,,,,-83,,
20,-85,,-76,,,,,,,,,,,,
23,-81,,,,-91,,-96,,-83,-78,,,-71,,
4,,,,-89,,,,,,,-84,-86,,,
18,,,,,,-91,-83,,,-93,,,-79,-81,-84
19,,,,,,,-89,,,,,,,,-82
3,,,,-85,,,,,,,,,,,
7,-79,,-84,,,,,,,,,,,,
18,,,,,,-91,-83,,,-93,,,-79,-81,-84
2,,,,-76,,,,,,,,,,,
21,,,,,,,,,,,,,,,
9,-80,,,,-88,,,-87,-61,-81,,,-94,,
1,-85,,,,,,,,,,-83,-88,,,
16,-80,,,,-87,-83,-81,-93,-78,-86,,,-88,-92,-91
5,-85,,,,,,-90,,,,,,,,
6,-89,,,,,,,,,,,,-85,,-80
3,,,,-81,,,,,,,,,,,
4,,,,-89,,,,,,,-83,-91,,,
23,-83,,,,-88,,-100,-94,-81,-78,,,-70,,
19,,,,,,,-82,,,,,,,,-83
7,,,-88,,,,,,,,,,,,-88
2,,,,-81,,,,,,,,,,,
10,-86,,,,-92,-93,-76,,-81,,,,-94,,
20,-84,,,,,,,,,,,,,,
22,,,,,-88,,,-88,-93,-94,,,-71,,
13,-82,,,-76,,,,,-93,,-77,-77,,,
11,,,,,,,-90,-83,-87,,,,-80,,
20,-84,,,,,,,,,,,,,,
14,,,,,,,-81,,,,,,,,
9,-84,,,,-81,,,-84,-51,-90,,,-88,,
18,,,,,,,-76,,-89,,,,-73,-72,-85
21,,,,,,,-72,,,,,,,-82,
16,-81,,,,-87,-89,-76,-93,-78,-83,,,-88,-92,-91
6,,,,,,,-57,,,,,,,,-76
3,,,,,,,,,,,,,,,
18,,,,,,,-76,,-89,,,,-73,-72,-85
4,,,,-85,,,,,,,-82,-84,,,
23,-80,,,,-92,,,,-81,-81,,,-74,,
15,-89,,,-82,,,,,,,-91,-87,,,
8,,,,,-77,,,-76,-88,,,,-82,,
7,-81,,-90,,,,,,,,,,,,-91
19,,,,,,,-92,,,,,,,,-88
2,,,,-75,,,,,,,,,,,
1,-84,,,,,,,,,,-82,-84,,,
5,-76,,,,,,,,,,,,,,
9,-82,,,,-94,,,-82,-55,-85,,,,,
6,,,,,,,-57,,,,,,,,
3,,,,-77,,,,,,,,,,,
16,-82,,,,-88,-88,-73,-93,-78,-87,,,-89,-92,-91
10,-78,,,,-86,-86,-71,-95,-69,-81,,,-90,,
21,,,,,,,-80,,,,,,,-87,-90
20,-83,,-81,,,,,,,,,,,,
4,-93,,,-86,,,,,,,-83,-84,,,
23,-80,,,,-89,,,,-78,-80,,,-74,,
20,-83,,-81,,,,,,,,,,,,
13,-92,,,-86,,,,,-94,,-72,-88,,,
11,,,,,,,,-85,-88,,,,-79,,
7,-89,,-89,,,,,,,,,,,,
14,,,,,,,-82,,,,,,,,
19,,,,,,,-82,,,,,,,-90,-80
2,,,,-74,,,,,,,,,,,
18,,,,,,,-84,,,,,,-73,-82,
18,,,,,,,-84,,,,,,-73,-82,
6,,,,,,,-58,,,,,,-96,,-71
21,,,,,,,,,,,,,,,-89
3,,,,-86,,,,,,,,,,,
9,-77,,,,-86,,-89,-90,-69,-81,,,-85,,
16,-81,,,,-92,-83,-81,-89,-76,-82,,,-86,-92,-91
1,-85,,,,,,,,,,-82,-90,,,
4,,,,-89,,,,,,,-87,-86,,,
23,-79,,,,-94,,,,-78,-80,,,-70,,
5,-84,,,,,,-89,,,,,,,,
7,-79,,-89,-94,,,,,,,,,-88,-93,-92
8,,,,,-81,,,-70,-79,,,,-76,,
15,-88,,,-81,,,,,,,-95,-91,,,
2,,,,-78,,,,,,,,,,,
19,,,,,,,-82,,,,,,,,-83
6,,,,,,,-56,,,,,,,,
10,-76,,,-94,-90,-81,-82,,-70,-92,,,-78,,
20,,,-79,,,,,,,,,,,,
22,-95,,,,-91,,,-89,-94,,,,-74,,
3,,,,-75,,,,,,,,,,,
21,,,,,,,-73,,,,,,,,
20,,,-79,,,,,,,,,,,,
9,-80,,,,-84,,,-85,-58,-93,,,-81,,
13,-85,,,-89,,,,,-94,,-72,-88,,,
11,,,,,,,-92,-84,-89,-89,,,-76,,
14,,,,,,,,,,,,,,,
16,-80,,,,-89,-93,-82,-89,-72,-82,,,-88,-92,-91
4,,,,-85,,,,,,,-82,-86,,,
23,-80,,,,-95,,-90,,-81,-81,,,-74,,
18,-90,,,,,-91,-78,,,-89,,,-78,-93,
7,-91,,-92,-96,,,,,,,,,,-96,-87
2,,,,-81,,,,,,,,,,,
18,-90,,,,,-91,-78,,,-89,,,-78,-93,
19,,,,,,,-87,,,,,,,,-93
6,-88,,,,,,-61,,,,,,-87,,
3,,,,-76,,,,,,,,,,,
1,-82,,,,,,,,,,-88,-85,,,
21,,,,,,,-69,,,,,,,,
16,-80,,,,-92,-93,-84,-88,-71,-83,,,-85,-92,-91
9,-85,,,,-84,,,-85,-65,-87,,,-85,,
5,-77,,,,,,,,,,,,,,
4,,,,-85,,,,,,,-92,-89,,,
23,-82,,,,-87,,,,-73,-78,,,-70,,
10,-81,,,,,-94,-81,,-80,,,,-88,,
20,,,-81,,,,,,,,,,,,
2,,,,-75,,,,,,,,,,,
6,,,,,,,-58,,,,,,-91,,-89
20,,,-81,,,,,,,,,,,,
8,,,,,-65,,,-78,-88,,,,-79,,
3,,,,-75,,,,,,,,,,,
11,,,,,,,-91,-83,-86,,,,-80,,
13,-86,-97,,-77,,,,,-94,,-72,-86,,,
14,,,,,,,-79,,,,,,,,
19,,,,,,,-83,,,,,,,-94,-90
15,-96,,,-81,,,,,,,-93,-90,,,
16,-82,,,,-93,-87,-75,-88,-74,-82,,,-85,-92,-91
21,,,,,,-90,-63,,,,,,-88,-87,
7,-80,,-87,,,,,,,,,,-88,,-86
9,-80,,,,-87,,-90,-88,-58,-84,,,-89,,
18,,,,,,,-81,,,,,,-83,-88,-83
18,,,,,,,-81,,,,,,-83,-88,-83
4,,,,-84,,,,,,,-85,-91,,,
23,-82,,,,,,-94,,-74,-79,,,-75,,
1,-89,,,,,,,,,,-84,,,,
6,-91,,,,,,-62,,,,,,,,-76
2,,,,-83,,,,,,,,,,,
3,,,,-76,,,,,,,,,,,
7,-83,,-89,,,,,,,,,,-90,,-86
5,-79,,,,,,,,,,,,,,
21,,,,,,,-64,,,,,,,,
16,-90,,,,-94,-89,-79,-91,-73,-82,,,-85,-92,-91
19,,,,,,,-82,,,,,,,,-92
9,-89,,,,-90,,-91,-91,-65,-92,,,-86,,
10,-76,,,,,-88,-77,,-86,,,,-88,,-89
20,,,-79,,,,,,,,,,,,
22,-91,,,,-90,,,-88,-92,,,,-70,,
20,,,-79,,,,,,,,,,,,
4,,,,-85,,,,,,,-85,-86,,,
23,-82,,,,-89,,-90,,-78,-80,,,-70,,
11,,,,,,,-93,-83,-94,-90,,,-82,,
14,,,,,,,-83,,,,,,,,
13,-81,,,-77,,,,,-91,,-73,-85,,,
6,-88,,,,,,-56,,,,,,,,
3,,,,-81,,,,,,,,,,,
7,-84,,-94,-92,,,,,,,,,,,-89
2,,,,-78,,,,,,,,,,,
18,-88,,,,,,-83,,,-92,,,-76,-92,
8,,,,,-65,,,-77,-85,,,,-78,,
16,-84,,,,-93,-89,-80,-94,-73,-86,,,-90,-92,-91
18,-88,,,,,,-83,,,-92,,,-76,-92,
19,,,,,,,-82,,,,,,,,-75
1,-86,,,,,,,,,,-74,-87,,,
9,-87,,,,-84,,,-82,-62,-90,,,-92,,
21,,,,,,,,,,,,,,,
15,-92,,,-81,,,,,,,,-87,,,
5,-74,,,,,,,,,,,,,,
4,,,,-85,,,,,,,-82,-87,,,
6,,,,,,,-69,,,,,,-83,-90,
23,-75,,,,-90,,,,-75,-80,,,-74,,
3,,,,-81,,,,,,,,,,,
7,-84,,,,,,,,,,,,-92,-94,-86
2,,,,-74,,,,,,,,,,,
21,,,,,,,-66,,,,,,,,
20,,,,,,,,,,,,,,,
10,-76,,,,,-93,-85,,-92,,,,-90,,
16,-95,,,,-89,-93,-73,-94,-72,-84,,,-83,-92,-91
20,,,,,,,,,,,,,,,
19,,,,,,,-92,,,,,,,,-83
14,,,,,,,-86,,,,,,,,
9,-85,,,,-85,,,-85,-76,-93,,,-87,,
13,-93,-92,,-77,,,,,-90,,-71,-87,,,
11,,,,,-97,,-92,-82,-92,,,,-77,,
6,-85,,,,,,,,,,,,,,
3,,,,-79,,,,,,,,,,,
4,,,,-86,,,,,,,-83,-87,,,
23,-76,,,,-91,,-91,,-76,-80,,,-70,,
18,,,,,,,,,,,,,,-82,
2,,,,-71,,,,,,,,,,,
7,,,-93,-91,,,,,,,,,-92,,
18,,,,,,,,,,,,,,-82,
1,-83,,,-90,,,,,,,-76,-87,,,
21,,,,,,,-68,,,,,,-96,,
